state,response,coverage,education,effective_to_date,employment_status,gender,location_code,marital_status,policy_type,policy,renew_offer_type,sales_channel,vehicle_class,vehicle_size,Month,Day
Arizona,No,Premium,College,2011-02-14,Disabled,F,Urban,Married,Personal Auto,L2,2,Agent,Sports Car,Medsize,February,Monday
California,No,Basic,College,2011-01-30,Unemployed,F,Suburban,Married,Personal Auto,L2,2,Agent,Four-Door Car,Medsize,January,Sunday
Arizona,No,Basic,College,2011-02-12,Employed,F,Suburban,Married,Personal Auto,L3,1,Branch,SUV,Medsize,February,Saturday
California,No,Extended,College,2011-01-10,Employed,M,Rural,Married,Personal Auto,L3,2,Call Center,Two-Door Car,Medsize,January,Monday
California,Yes,Extended,Bachelor,2011-02-27,Unemployed,F,Suburban,Divorced,Personal Auto,L1,1,Call Center,SUV,Medsize,February,Sunday
California,No,Extended,High School or Below,2011-02-12,Unemployed,F,Urban,Married,Personal Auto,L3,2,Agent,Four-Door Car,Medsize,February,Saturday
California,No,Basic,High School or Below,2011-01-02,Employed,F,Suburban,Divorced,Personal Auto,L2,3,Agent,Four-Door Car,Small,January,Sunday
California,No,Extended,Bachelor,2011-01-03,Unemployed,M,Suburban,Single,Personal Auto,L1,1,Call Center,SUV,Medsize,January,Monday
Nevada,No,Extended,College,2011-02-22,Employed,F,Suburban,Married,Personal Auto,L3,1,Branch,Four-Door Car,Medsize,February,Tuesday
Arizona,No,Basic,Bachelor,2011-02-22,Employed,F,Suburban,Single,Personal Auto,L2,2,Agent,Sports Car,Small,February,Tuesday
Arizona,No,Premium,Bachelor,2011-02-24,Employed,M,Rural,Married,Personal Auto,L2,3,Agent,Four-Door Car,Medsize,February,Thursday
Nevada,No,Premium,High School or Below,2011-01-23,Employed,F,Rural,Divorced,Personal Auto,L3,1,Agent,Luxury Car/SUV,Medsize,January,Sunday
Arizona,No,Basic,Master or above,2011-01-31,Employed,M,Suburban,Single,Personal Auto,L1,1,Agent,Two-Door Car,Medsize,January,Monday
California,No,Extended,Bachelor,2011-02-19,Employed,M,Rural,Married,Personal Auto,L1,1,Agent,Sports Car,Medsize,February,Saturday
California,No,Premium,Bachelor,2011-02-15,Unemployed,M,Suburban,Married,Personal Auto,L3,2,Branch,Four-Door Car,Large,February,Tuesday
Nevada,No,Basic,Bachelor,2011-02-19,Employed,M,Suburban,Married,Corporate Auto,L2,1,Call Center,SUV,Medsize,February,Saturday
Nevada,No,Extended,High School or Below,2011-02-11,Employed,F,Suburban,Married,Personal Auto,L1,2,Call Center,Two-Door Car,Medsize,February,Friday
California,Yes,Extended,High School or Below,2011-02-24,Unemployed,F,Suburban,Married,Corporate Auto,L3,1,Agent,Four-Door Car,Large,February,Thursday
Nevada,No,Extended,College,2011-02-28,Employed,M,Suburban,Single,Personal Auto,L2,1,Agent,Two-Door Car,Small,February,Monday
California,No,Extended,College,2011-01-28,Employed,M,Suburban,Single,Personal Auto,L1,4,Agent,Two-Door Car,Medsize,January,Friday
Nevada,No,Basic,Bachelor,2011-01-30,Employed,M,Suburban,Married,Personal Auto,L2,2,Branch,Four-Door Car,Medsize,January,Sunday
Arizona,No,Basic,High School or Below,2011-02-28,Employed,M,Suburban,Married,Corporate Auto,L2,2,Branch,Four-Door Car,Medsize,February,Monday
Washington,No,Basic,College,2011-01-18,Employed,M,Suburban,Married,Personal Auto,L3,2,Agent,SUV,Medsize,January,Tuesday
Washington,No,Basic,College,2011-02-27,Employed,M,Urban,Single,Personal Auto,L2,1,Branch,SUV,Medsize,February,Sunday
Oregon,No,Basic,Master or above,2011-02-12,Employed,F,Suburban,Married,Corporate Auto,L1,4,Agent,Four-Door Car,Small,February,Saturday
California,No,Extended,High School or Below,2011-01-24,Unemployed,M,Suburban,Married,Personal Auto,L3,4,Agent,Two-Door Car,Medsize,January,Monday
Washington,No,Extended,High School or Below,2011-02-14,Disabled,F,Suburban,Married,Corporate Auto,L3,2,Agent,Two-Door Car,Medsize,February,Monday
California,No,Basic,High School or Below,2011-01-18,Employed,F,Suburban,Married,Personal Auto,L2,2,Web,Four-Door Car,Large,January,Tuesday
Washington,No,Basic,Master or above,2011-02-07,Employed,F,Suburban,Married,Personal Auto,L1,1,Call Center,SUV,Large,February,Monday
Nevada,No,Basic,College,2011-02-18,Employed,M,Urban,Married,Special Auto,L3,2,Web,Four-Door Car,Medsize,February,Friday
California,No,Extended,College,2011-02-21,Employed,M,Suburban,Married,Personal Auto,L2,1,Agent,Sports Car,Medsize,February,Monday
California,No,Basic,College,2011-02-16,Employed,F,Rural,Single,Personal Auto,L3,1,Branch,Four-Door Car,Large,February,Wednesday
California,No,Basic,Bachelor,2011-02-21,Unemployed,F,Suburban,Married,Corporate Auto,L1,4,Call Center,Two-Door Car,Medsize,February,Monday
Arizona,No,Extended,Bachelor,2011-02-13,Employed,M,Suburban,Married,Corporate Auto,L3,3,Agent,Sports Car,Medsize,February,Sunday
California,No,Extended,Bachelor,2011-02-26,Employed,F,Urban,Married,Personal Auto,L1,3,Branch,Four-Door Car,Medsize,February,Saturday
Oregon,No,Basic,College,2011-02-13,Employed,F,Suburban,Married,Personal Auto,L2,3,Branch,SUV,Small,February,Sunday
Arizona,No,Basic,Master or above,2011-02-19,Employed,M,Urban,Married,Personal Auto,L3,2,Call Center,Four-Door Car,Medsize,February,Saturday
Oregon,No,Extended,Bachelor,2011-01-23,Unemployed,M,Suburban,Single,Personal Auto,L1,3,Agent,Four-Door Car,Medsize,January,Sunday
Oregon,No,Basic,Master or above,2011-01-26,Employed,M,Suburban,Married,Corporate Auto,L3,3,Agent,Two-Door Car,Small,January,Wednesday
Oregon,Yes,Extended,College,2011-02-26,Employed,F,Rural,Married,Personal Auto,L1,2,Call Center,Two-Door Car,Large,February,Saturday
Oregon,No,Basic,Bachelor,2011-02-27,Employed,F,Urban,Divorced,Personal Auto,L1,1,Call Center,Four-Door Car,Medsize,February,Sunday
California,No,Extended,Bachelor,2011-02-07,Employed,M,Suburban,Married,Personal Auto,L3,2,Branch,Two-Door Car,Medsize,February,Monday
Oregon,No,Premium,Bachelor,2011-01-05,Employed,M,Suburban,Married,Personal Auto,L1,1,Branch,Two-Door Car,Medsize,January,Wednesday
Nevada,No,Basic,Master or above,2011-01-21,Employed,M,Suburban,Married,Personal Auto,L3,2,Agent,Two-Door Car,Small,January,Friday
Washington,No,Basic,High School or Below,2011-02-02,Employed,M,Urban,Married,Corporate Auto,L1,3,Call Center,Four-Door Car,Medsize,February,Wednesday
California,No,Premium,College,2011-01-03,Employed,M,Urban,Married,Personal Auto,L3,1,Call Center,Four-Door Car,Medsize,January,Monday
California,No,Premium,College,2011-02-20,Disabled,M,Suburban,Divorced,Corporate Auto,L3,1,Call Center,Sports Car,Small,February,Sunday
Oregon,No,Basic,Bachelor,2011-02-09,Employed,F,Suburban,Married,Personal Auto,L2,4,Branch,Four-Door Car,Medsize,February,Wednesday
California,No,Basic,Master or above,2011-02-23,Employed,F,Suburban,Divorced,Personal Auto,L3,3,Agent,Four-Door Car,Small,February,Wednesday
Oregon,No,Basic,High School or Below,2011-02-08,Employed,M,Suburban,Married,Corporate Auto,L1,4,Branch,SUV,Medsize,February,Tuesday
Nevada,No,Premium,Master or above,2011-02-21,Medical Leave,M,Suburban,Married,Personal Auto,L2,4,Agent,Two-Door Car,Small,February,Monday
Oregon,No,Basic,College,2011-02-08,Employed,M,Suburban,Divorced,Personal Auto,L2,2,Agent,SUV,Medsize,February,Tuesday
Arizona,No,Basic,Bachelor,2011-01-10,Disabled,M,Suburban,Married,Personal Auto,L1,4,Web,Luxury Car/SUV,Medsize,January,Monday
Arizona,No,Basic,College,2011-01-12,Employed,M,Suburban,Married,Personal Auto,L3,1,Call Center,Two-Door Car,Medsize,January,Wednesday
California,No,Basic,Bachelor,2011-01-24,Unemployed,M,Suburban,Single,Personal Auto,L3,1,Agent,SUV,Medsize,January,Monday
Arizona,No,Basic,Bachelor,2011-01-25,Employed,M,Urban,Single,Personal Auto,L3,1,Branch,Four-Door Car,Medsize,January,Tuesday
Nevada,No,Basic,Bachelor,2011-02-28,Employed,F,Urban,Divorced,Personal Auto,L3,1,Agent,Two-Door Car,Medsize,February,Monday
California,No,Premium,College,2011-01-29,Employed,F,Suburban,Married,Corporate Auto,L2,1,Call Center,Two-Door Car,Small,January,Saturday
Nevada,No,Extended,College,2011-02-11,Employed,M,Urban,Divorced,Personal Auto,L2,3,Branch,Two-Door Car,Medsize,February,Friday
Washington,No,Basic,College,2011-02-13,Unemployed,M,Suburban,Single,Personal Auto,L2,1,Agent,Four-Door Car,Medsize,February,Sunday
Washington,No,Extended,High School or Below,2011-01-17,Employed,M,Suburban,Divorced,Personal Auto,L3,3,Agent,Four-Door Car,Medsize,January,Monday
Oregon,No,Extended,College,2011-01-11,Employed,F,Suburban,Single,Personal Auto,L2,2,Call Center,Sports Car,Medsize,January,Tuesday
California,No,Extended,College,2011-02-07,Retired,M,Suburban,Divorced,Personal Auto,L2,2,Branch,Four-Door Car,Medsize,February,Monday
Oregon,No,Basic,High School or Below,2011-02-13,Employed,M,Suburban,Single,Personal Auto,L2,2,Call Center,Four-Door Car,Small,February,Sunday
Oregon,No,Basic,High School or Below,2011-02-14,Unemployed,F,Suburban,Divorced,Personal Auto,L1,2,Agent,Two-Door Car,Medsize,February,Monday
Arizona,No,Extended,Bachelor,2011-02-21,Employed,F,Suburban,Single,Personal Auto,L3,1,Branch,SUV,Medsize,February,Monday
Arizona,No,Basic,Bachelor,2011-02-05,Employed,F,Urban,Married,Personal Auto,L1,1,Branch,Four-Door Car,Medsize,February,Saturday
Washington,No,Extended,College,2011-01-25,Employed,F,Urban,Married,Personal Auto,L3,1,Branch,Sports Car,Medsize,January,Tuesday
Nevada,No,Premium,Bachelor,2011-01-28,Employed,F,Rural,Single,Corporate Auto,L3,1,Agent,Sports Car,Medsize,January,Friday
Oregon,No,Basic,Bachelor,2011-02-10,Disabled,M,Suburban,Married,Personal Auto,L2,1,Agent,Four-Door Car,Medsize,February,Thursday
Washington,No,Extended,Bachelor,2011-02-10,Unemployed,M,Suburban,Single,Personal Auto,L1,1,Agent,SUV,Small,February,Thursday
Arizona,No,Extended,High School or Below,2011-01-22,Employed,F,Urban,Married,Personal Auto,L1,2,Branch,Four-Door Car,Medsize,January,Saturday
Arizona,Yes,Basic,High School or Below,2011-01-19,Medical Leave,F,Suburban,Married,Personal Auto,L1,2,Call Center,SUV,Medsize,January,Wednesday
Oregon,No,Basic,High School or Below,2011-01-08,Employed,M,Urban,Married,Special Auto,L3,2,Branch,Two-Door Car,Medsize,January,Saturday
Oregon,No,Extended,High School or Below,2011-01-16,Employed,F,Rural,Married,Corporate Auto,L2,1,Branch,SUV,Medsize,January,Sunday
Oregon,No,Basic,Master or above,2011-01-07,Employed,F,Rural,Divorced,Personal Auto,L1,2,Web,Two-Door Car,Medsize,January,Friday
Nevada,No,Extended,Bachelor,2011-01-29,Retired,F,Suburban,Married,Corporate Auto,L2,1,Agent,Four-Door Car,Medsize,January,Saturday
Nevada,No,Basic,College,2011-01-03,Unemployed,M,Suburban,Married,Personal Auto,L2,1,Branch,Four-Door Car,Medsize,January,Monday
Oregon,No,Basic,Bachelor,2011-02-07,Medical Leave,M,Urban,Single,Personal Auto,L3,1,Call Center,Four-Door Car,Medsize,February,Monday
Oregon,Yes,Basic,Master or above,2011-01-27,Disabled,F,Suburban,Divorced,Personal Auto,L3,2,Branch,Two-Door Car,Medsize,January,Thursday
Arizona,No,Extended,Master or above,2011-01-25,Employed,F,Suburban,Married,Personal Auto,L3,2,Agent,SUV,Medsize,January,Tuesday
Oregon,No,Extended,College,2011-01-25,Employed,M,Urban,Married,Personal Auto,L2,1,Web,Sports Car,Medsize,January,Tuesday
Oregon,No,Basic,College,2011-01-21,Employed,F,Suburban,Single,Corporate Auto,L3,4,Branch,Four-Door Car,Small,January,Friday
California,No,Basic,Master or above,2011-02-26,Employed,F,Rural,Divorced,Corporate Auto,L2,2,Call Center,Two-Door Car,Large,February,Saturday
Nevada,Yes,Basic,High School or Below,2011-02-14,Employed,F,Rural,Single,Corporate Auto,L3,2,Agent,Four-Door Car,Medsize,February,Monday
Oregon,No,Basic,High School or Below,2011-02-12,Employed,M,Suburban,Married,Personal Auto,L2,4,Branch,Two-Door Car,Medsize,February,Saturday
Arizona,No,Basic,High School or Below,2011-02-09,Employed,M,Suburban,Married,Personal Auto,L2,3,Agent,SUV,Medsize,February,Wednesday
Arizona,Yes,Basic,College,2011-02-24,Employed,F,Suburban,Married,Personal Auto,L3,1,Agent,Four-Door Car,Medsize,February,Thursday
California,Yes,Basic,High School or Below,2011-02-23,Disabled,F,Suburban,Married,Corporate Auto,L3,2,Agent,SUV,Small,February,Wednesday
Oregon,No,Basic,College,2011-01-13,Employed,M,Suburban,Married,Personal Auto,L2,3,Branch,Four-Door Car,Medsize,January,Thursday
Oregon,No,Basic,High School or Below,2011-02-18,Unemployed,F,Suburban,Single,Corporate Auto,L3,2,Agent,Luxury Car/SUV,Large,February,Friday
Oregon,No,Basic,College,2011-02-12,Employed,F,Suburban,Divorced,Corporate Auto,L3,1,Agent,Two-Door Car,Medsize,February,Saturday
Oregon,No,Extended,Master or above,2011-01-24,Employed,F,Rural,Married,Corporate Auto,L1,2,Agent,Two-Door Car,Small,January,Monday
Nevada,No,Basic,Bachelor,2011-02-27,Employed,M,Urban,Divorced,Personal Auto,L3,2,Branch,Four-Door Car,Medsize,February,Sunday
Oregon,Yes,Basic,Bachelor,2011-01-26,Medical Leave,M,Suburban,Divorced,Special Auto,L2,1,Agent,Four-Door Car,Medsize,January,Wednesday
Nevada,Yes,Extended,High School or Below,2011-01-12,Employed,M,Suburban,Single,Personal Auto,L3,1,Agent,Four-Door Car,Medsize,January,Wednesday
Oregon,No,Extended,College,2011-02-04,Employed,M,Urban,Divorced,Personal Auto,L1,2,Agent,Four-Door Car,Medsize,February,Friday
Nevada,No,Basic,College,2011-01-30,Employed,F,Suburban,Married,Personal Auto,L1,3,Branch,Four-Door Car,Medsize,January,Sunday
Oregon,No,Extended,High School or Below,2011-01-17,Employed,F,Urban,Married,Personal Auto,L3,1,Branch,SUV,Medsize,January,Monday
California,No,Basic,Master or above,2011-01-24,Employed,M,Urban,Married,Corporate Auto,L3,4,Call Center,Four-Door Car,Small,January,Monday
Oregon,No,Premium,Master or above,2011-01-05,Employed,F,Suburban,Married,Personal Auto,L3,3,Call Center,Four-Door Car,Small,January,Wednesday
Oregon,No,Basic,Bachelor,2011-01-08,Medical Leave,F,Suburban,Married,Corporate Auto,L2,4,Web,Four-Door Car,Medsize,January,Saturday
Nevada,No,Premium,College,2011-01-16,Employed,F,Suburban,Married,Personal Auto,L3,2,Call Center,Luxury Car/SUV,Small,January,Sunday
California,No,Basic,College,2011-02-12,Employed,F,Suburban,Married,Personal Auto,L3,2,Agent,Two-Door Car,Small,February,Saturday
California,No,Basic,College,2011-02-13,Employed,F,Rural,Single,Personal Auto,L3,1,Branch,Luxury Car/SUV,Medsize,February,Sunday
Arizona,No,Basic,High School or Below,2011-01-30,Employed,F,Urban,Married,Personal Auto,L3,2,Call Center,Four-Door Car,Medsize,January,Sunday
Nevada,No,Extended,High School or Below,2011-01-07,Unemployed,M,Suburban,Single,Personal Auto,L3,2,Call Center,Two-Door Car,Medsize,January,Friday
Washington,No,Premium,Bachelor,2011-01-18,Employed,F,Rural,Single,Personal Auto,L2,3,Agent,Two-Door Car,Small,January,Tuesday
Oregon,No,Basic,College,2011-02-11,Medical Leave,M,Suburban,Married,Personal Auto,L2,1,Agent,Four-Door Car,Medsize,February,Friday
California,No,Basic,Bachelor,2011-01-10,Employed,F,Urban,Single,Personal Auto,L2,3,Branch,Four-Door Car,Small,January,Monday
Arizona,No,Extended,High School or Below,2011-01-26,Unemployed,M,Suburban,Married,Personal Auto,L3,2,Web,Four-Door Car,Medsize,January,Wednesday
Oregon,No,Basic,College,2011-01-20,Employed,F,Urban,Married,Personal Auto,L1,1,Call Center,Four-Door Car,Medsize,January,Thursday
Oregon,No,Basic,Bachelor,2011-02-09,Employed,F,Suburban,Single,Personal Auto,L3,1,Branch,SUV,Medsize,February,Wednesday
Arizona,No,Extended,High School or Below,2011-01-05,Retired,F,Suburban,Married,Personal Auto,L2,3,Call Center,SUV,Medsize,January,Wednesday
California,No,Basic,High School or Below,2011-01-18,Employed,F,Suburban,Married,Personal Auto,L3,2,Call Center,Four-Door Car,Small,January,Tuesday
Arizona,No,Basic,College,2011-01-08,Unemployed,F,Suburban,Married,Personal Auto,L3,3,Agent,SUV,Medsize,January,Saturday
California,No,Extended,Bachelor,2011-02-04,Employed,F,Suburban,Divorced,Corporate Auto,L2,4,Call Center,SUV,Large,February,Friday
California,No,Extended,College,2011-01-11,Unemployed,F,Suburban,Married,Personal Auto,L2,1,Agent,SUV,Small,January,Tuesday
California,No,Premium,College,2011-02-05,Employed,F,Suburban,Married,Special Auto,L2,3,Branch,Two-Door Car,Small,February,Saturday
California,No,Extended,Bachelor,2011-01-23,Employed,M,Urban,Married,Personal Auto,L1,1,Branch,Four-Door Car,Large,January,Sunday
Arizona,No,Basic,Master or above,2011-02-27,Medical Leave,M,Urban,Divorced,Corporate Auto,L2,2,Agent,Four-Door Car,Medsize,February,Sunday
Arizona,No,Basic,Bachelor,2011-01-13,Employed,F,Suburban,Married,Personal Auto,L3,4,Agent,Sports Car,Medsize,January,Thursday
Arizona,No,Basic,Bachelor,2011-01-08,Employed,F,Urban,Married,Personal Auto,L1,1,Agent,SUV,Medsize,January,Saturday
Washington,Yes,Basic,Bachelor,2011-01-27,Employed,M,Suburban,Married,Personal Auto,L2,2,Call Center,Four-Door Car,Medsize,January,Thursday
California,No,Basic,Master or above,2011-02-02,Employed,F,Rural,Single,Personal Auto,L2,1,Agent,Four-Door Car,Small,February,Wednesday
California,No,Premium,High School or Below,2011-01-30,Employed,F,Urban,Married,Special Auto,L3,2,Call Center,Sports Car,Medsize,January,Sunday
Oregon,No,Basic,High School or Below,2011-02-02,Employed,M,Urban,Married,Personal Auto,L3,3,Branch,Four-Door Car,Small,February,Wednesday
Oregon,No,Basic,High School or Below,2011-02-09,Disabled,M,Suburban,Divorced,Personal Auto,L2,2,Agent,Four-Door Car,Medsize,February,Wednesday
Nevada,No,Extended,Bachelor,2011-02-06,Employed,F,Urban,Single,Personal Auto,L3,3,Web,Four-Door Car,Medsize,February,Sunday
Washington,No,Extended,Master or above,2011-02-24,Employed,M,Rural,Married,Special Auto,L3,1,Branch,SUV,Medsize,February,Thursday
Oregon,No,Basic,Bachelor,2011-01-17,Employed,M,Rural,Married,Corporate Auto,L2,1,Branch,SUV,Medsize,January,Monday
Arizona,No,Extended,College,2011-02-03,Employed,M,Urban,Married,Personal Auto,L1,1,Branch,Four-Door Car,Small,February,Thursday
Oregon,No,Extended,Bachelor,2011-02-19,Employed,M,Urban,Married,Personal Auto,L3,2,Agent,SUV,Medsize,February,Saturday
Arizona,No,Basic,Master or above,2011-02-26,Employed,F,Rural,Married,Personal Auto,L2,1,Agent,Two-Door Car,Medsize,February,Saturday
California,No,Extended,Bachelor,2011-02-27,Unemployed,F,Suburban,Single,Personal Auto,L2,2,Branch,Sports Car,Medsize,February,Sunday
California,No,Basic,High School or Below,2011-01-19,Employed,M,Urban,Married,Personal Auto,L2,4,Agent,SUV,Medsize,January,Wednesday
California,No,Extended,High School or Below,2011-01-01,Employed,F,Rural,Married,Personal Auto,L1,2,Branch,Four-Door Car,Medsize,January,Saturday
California,No,Extended,Bachelor,2011-02-21,Employed,M,Suburban,Married,Personal Auto,L2,2,Branch,Two-Door Car,Large,February,Monday
California,No,Basic,Bachelor,2011-01-02,Employed,F,Suburban,Married,Personal Auto,L2,2,Agent,Two-Door Car,Large,January,Sunday
Oregon,No,Premium,High School or Below,2011-01-14,Unemployed,F,Suburban,Single,Personal Auto,L3,3,Agent,Luxury Car/SUV,Medsize,January,Friday
California,No,Extended,College,2011-02-10,Employed,F,Urban,Married,Special Auto,L1,1,Branch,SUV,Medsize,February,Thursday
Oregon,Yes,Extended,Bachelor,2011-01-10,Medical Leave,F,Suburban,Married,Personal Auto,L1,2,Agent,SUV,Small,January,Monday
California,No,Extended,High School or Below,2011-02-19,Unemployed,M,Suburban,Single,Personal Auto,L2,1,Branch,Four-Door Car,Medsize,February,Saturday
Oregon,No,Basic,College,2011-02-18,Employed,F,Rural,Married,Personal Auto,L2,4,Call Center,SUV,Medsize,February,Friday
Arizona,No,Basic,Master or above,2011-02-07,Employed,F,Rural,Divorced,Personal Auto,L2,4,Branch,Four-Door Car,Medsize,February,Monday
